Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cream-polo-cotton-shirt,Cream Polo Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>Cream</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*Full sleeves *normal collar *apple cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0619</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_Cream, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0619,0.0,shopify,8,deny,manual,875.00,1250.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/1_2_177e008b-ce1a-4c12-9f44-3fa12e9731dd.png?v=1625690972,1,Cream Polo Cotton Shirt,false,Buy Cream Polo Cotton Shirt | HODMS21-017 | House of Dhaaga Official,Shop online Cream Polo Cotton Shirt | HODMS21-017 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
cream-polo-cotton-shirt,,,,,,,,,M,,,,,HOD0620,0.0,shopify,9,deny,manual,875.00,1250.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
cream-polo-cotton-shirt,,,,,,,,,L,,,,,HOD0621,0.0,shopify,7,deny,manual,875.00,1250.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
cream-polo-cotton-shirt,,,,,,,,,XL,,,,,HOD0622,0.0,shopify,8,deny,manual,875.00,1250.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
red-flower-cotton-shirt,Red Flower Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>White</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*Full sleeves *normal collar *apple cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0615</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_White, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0615,0.0,shopify,1,deny,manual,690.00,1150.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/3_7_0ec793aa-6109-4a28-a82f-863ec85cfd11.png?v=1625691259,1,Red Flower Cotton Shirt,false,Buy Red Flower Cotton Shirt | HODMS21-016 | House of Dhaaga Official,Shop online Red Flower Cotton Shirt | HODMS21-016 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
red-flower-cotton-shirt,,,,,,,,,M,,,,,HOD0616,0.0,shopify,2,deny,manual,690.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
red-flower-cotton-shirt,,,,,,,,,L,,,,,HOD0617,0.0,shopify,0,deny,manual,690.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
red-flower-cotton-shirt,,,,,,,,,XL,,,,,HOD0618,0.0,shopify,2,deny,manual,690.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
maroon-telephoner-cotton-shirt,Maroon Telephoner Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>White</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*Full sleeves *normal collar *apple cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0611</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_White, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0611,0.0,shopify,5,deny,manual,749.25,999.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/5_65d63b1d-f505-4827-b78d-58ba32789561.png?v=1625691135,1,Maroon Telephoner Cotton Shirt,false,Buy Maroon Telephoner Cotton Shirt | HODMS21-015 | House of Dhaaga Official,Shop online Maroon Telephoner Cotton Shirt | HODMS21-015 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
maroon-telephoner-cotton-shirt,,,,,,,,,M,,,,,HOD0612,0.0,shopify,7,deny,manual,749.25,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
maroon-telephoner-cotton-shirt,,,,,,,,,L,,,,,HOD0613,0.0,shopify,4,deny,manual,749.25,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
maroon-telephoner-cotton-shirt,,,,,,,,,XL,,,,,HOD0614,0.0,shopify,6,deny,manual,749.25,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
green-car-cotton-shirt,Green Car Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>White</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*Full sleeves *normal collar *apple cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0607</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_White, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0607,0.0,shopify,5,deny,manual,875.00,1250.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/1_3_f5a3c001-3397-40e7-97a3-1dca1da8b5b5.png?v=1625691063,1,Green Car Cotton Shirt,false,Buy Green Car Cotton Shirt | HODMS21-014 | House of Dhaaga Official,Shop online Green Car Cotton Shirt | HODMS21-014 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
green-car-cotton-shirt,,,,,,,,,M,,,,,HOD0608,0.0,shopify,4,deny,manual,875.00,1250.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
green-car-cotton-shirt,,,,,,,,,L,,,,,HOD0609,0.0,shopify,5,deny,manual,875.00,1250.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
green-car-cotton-shirt,,,,,,,,,XL,,,,,HOD0610,0.0,shopify,6,deny,manual,875.00,1250.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
buta-cotton-shirt,Buta Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>Green</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*Full sleeves *normal collar *apple cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0603</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_Green, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0603,0.0,shopify,5,deny,manual,805.00,1150.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/1_1_2365cb29-4a02-46ce-b817-e72e843d551e.png?v=1625690952,1,Buta Cotton Shirt,false,Buy Buta Cotton Shirt | HODMS21-013 | House of Dhaaga Official,Shop online Buta Cotton Shirt | HODMS21-013 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
buta-cotton-shirt,,,,,,,,,M,,,,,HOD0604,0.0,shopify,1,deny,manual,805.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
buta-cotton-shirt,,,,,,,,,L,,,,,HOD0605,0.0,shopify,0,deny,manual,805.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
buta-cotton-shirt,,,,,,,,,XL,,,,,HOD0606,0.0,shopify,2,deny,manual,805.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
brown-cotton-shirt,Brown Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>Brown</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">half sleeves *normal collar *straight cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0599</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_Brown, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0599,0.0,shopify,6,deny,manual,862.50,1150.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/6_3_c4221b0c-7642-4707-9d03-d7d0af1bbd66.png?v=1625690914,1,Brown Cotton Shirt,false,Buy Brown Cotton Shirt | HODMS21-012 | House of Dhaaga Official,Shop online Brown Cotton Shirt | HODMS21-012 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
brown-cotton-shirt,,,,,,,,,M,,,,,HOD0600,0.0,shopify,0,deny,manual,862.50,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
brown-cotton-shirt,,,,,,,,,L,,,,,HOD0601,0.0,shopify,0,deny,manual,862.50,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
brown-cotton-shirt,,,,,,,,,XL,,,,,HOD0602,0.0,shopify,0,deny,manual,862.50,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
floral-cotton-shirt,Floral Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>Blue</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*Full sleeves *standing collar *apple cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0595</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_Blue, Price_1K to 2K, Sale, Style_Men Shirt",false,Size,S,,,,,HOD0595,0.0,shopify,0,deny,manual,725.00,1450.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/2_4_b3c1d0a6-217e-4020-97b8-8f55cde6b41e.png?v=1625691045,1,Floral Cotton Shirt,false,Buy Floral Cotton Shirt | HODMS21-011 | House of Dhaaga Official,Shop online Floral Cotton Shirt | HODMS21-011 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,draft
floral-cotton-shirt,,,,,,,,,M,,,,,HOD0596,0.0,shopify,0,deny,manual,725.00,1450.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
floral-cotton-shirt,,,,,,,,,L,,,,,HOD0597,0.0,shopify,0,deny,manual,725.00,1450.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
floral-cotton-shirt,,,,,,,,,XL,,,,,HOD0598,0.0,shopify,0,deny,manual,725.00,1450.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
black-rickshaw-cotton-shirt,Black Rickshaw Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>White</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">* half sleeves *normal collar *straight cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0591</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_White, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0591,0.0,shopify,4,deny,manual,799.20,999.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/3_2_5f812191-1bb4-489e-a932-0753290ca820.png?v=1625690861,1,Black Rickshaw Cotton Shirt,false,Buy Black Rickshaw Cotton Shirt | HODMS21-010 | House of Dhaaga Official,Shop online Black Rickshaw Cotton Shirt | HODMS21-010 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
black-rickshaw-cotton-shirt,,,,,,,,,M,,,,,HOD0592,0.0,shopify,1,deny,manual,799.20,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
black-rickshaw-cotton-shirt,,,,,,,,,L,,,,,HOD0593,0.0,shopify,0,deny,manual,799.20,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
black-rickshaw-cotton-shirt,,,,,,,,,XL,,,,,HOD0594,0.0,shopify,0,deny,manual,799.20,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
yellow-taxi-cotton-shirt,Yellow Taxi Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>White</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*Full sleeves *normal collar *apple cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0587</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_White, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0587,0.0,shopify,10,deny,manual,805.00,1150.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/2_5_e3e28e45-e4a5-41a3-9460-90b7d8ac9571.png?v=1625691355,1,Yellow Taxi Cotton Shirt,false,Buy Yellow Taxi Cotton Shirt | HODMS21-009 | House of Dhaaga Official,Shop online Yellow Taxi Cotton Shirt | HODMS21-009 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
yellow-taxi-cotton-shirt,,,,,,,,,M,,,,,HOD0588,0.0,shopify,11,deny,manual,805.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
yellow-taxi-cotton-shirt,,,,,,,,,L,,,,,HOD0589,0.0,shopify,8,deny,manual,805.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
yellow-taxi-cotton-shirt,,,,,,,,,XL,,,,,HOD0590,0.0,shopify,7,deny,manual,805.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
triangular-cotton-shirt,Triangular Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>White</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*half sleeves *normal collar *straight cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0583</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_White, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0583,0.0,shopify,5,deny,manual,749.25,999.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/6_1_9feef8a8-49d5-4a2a-ab95-180d0d73d263.png?v=1625691316,1,Triangular Cotton Shirt,false,Buy Triangular Cotton Shirt | HODMS21-008 | House of Dhaaga Official,Shop online Triangular Cotton Shirt | HODMS21-008 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
triangular-cotton-shirt,,,,,,,,,M,,,,,HOD0584,0.0,shopify,0,deny,manual,749.25,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
triangular-cotton-shirt,,,,,,,,,L,,,,,HOD0585,0.0,shopify,1,deny,manual,749.25,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
triangular-cotton-shirt,,,,,,,,,XL,,,,,HOD0586,0.0,shopify,2,deny,manual,749.25,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
olive-green-cotton-shirt,Olive Green Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>Olive Green</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*Full sleeves *normal collar *apple cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0579</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_Olive Green, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0579,0.0,shopify,0,deny,manual,699.00,999.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/2_9e3151b7-9cff-47d1-9460-11eed239f105.png?v=1625691166,1,Olive Green Cotton Shirt,false,Buy Olive Green Cotton Shirt | HODMS21-007 | House of Dhaaga Official,Shop online Olive Green Cotton Shirt | HODMS21-007 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
olive-green-cotton-shirt,,,,,,,,,M,,,,,HOD0580,0.0,shopify,0,deny,manual,699.00,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
olive-green-cotton-shirt,,,,,,,,,L,,,,,HOD0581,0.0,shopify,0,deny,manual,699.00,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
olive-green-cotton-shirt,,,,,,,,,XL,,,,,HOD0582,0.0,shopify,0,deny,manual,699.00,999.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
light-blue-cotton-shirt,Light Blue Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>Light Blue</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*Full sleeves *normal collar *apple cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0575</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_Light Blue, Price_1K to 2K, Style_Men Shirt",true,Size,S,,,,,HOD0575,0.0,shopify,3,deny,manual,805.00,1150.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/16.png?v=1625691083,1,Light Blue Cotton Shirt,false,Buy Light Blue Cotton Shirt | HODMS21-006 | House of Dhaaga Official,Shop online Light Blue Cotton Shirt | HODMS21-006 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
light-blue-cotton-shirt,,,,,,,,,M,,,,,HOD0576,0.0,shopify,0,deny,manual,805.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
light-blue-cotton-shirt,,,,,,,,,L,,,,,HOD0577,0.0,shopify,1,deny,manual,805.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
light-blue-cotton-shirt,,,,,,,,,XL,,,,,HOD0578,0.0,shopify,2,deny,manual,805.00,1150.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dark-blue-cotton-shirt,Dark Blue Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>Dark Blue</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*half sleeves *normal collar *straight cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0571</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_Dark Blue, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0571,0.0,shopify,6,deny,manual,960.00,1200.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/3_2_cfe66a05-40f9-49df-9b2e-7af8a5b1ca9e.png?v=1625691015,1,Dark Blue Cotton Shirt,false,Buy Dark Blue Cotton Shirt | HODMS21-005 | House of Dhaaga Official,Shop online Dark Blue Cotton Shirt | HODMS21-005 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
dark-blue-cotton-shirt,,,,,,,,,M,,,,,HOD0572,0.0,shopify,1,deny,manual,960.00,1200.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dark-blue-cotton-shirt,,,,,,,,,L,,,,,HOD0573,0.0,shopify,2,deny,manual,960.00,1200.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
dark-blue-cotton-shirt,,,,,,,,,XL,,,,,HOD0574,0.0,shopify,4,deny,manual,960.00,1200.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
peanut-cotton-shirt,Peanut Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>Peanut</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*Full sleeves *normal collar *apple cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0567</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_Peanut, Price_1K to 2K, Sale, Style_Men Shirt",true,Size,S,,,,,HOD0567,0.0,shopify,8,deny,manual,1160.00,1450.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/2_3_d14c3d8b-ab8d-4eb9-8b1e-2aae416d3e35.png?v=1625690722,1,Peanut Cotton Shirt,false,Buy Peanut Cotton Shirt | HODMS21-004 | House of Dhaaga Official,Shop online Peanut Cotton Shirt | HODMS21-004 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
peanut-cotton-shirt,,,,,,,,,M,,,,,HOD0568,0.0,shopify,0,deny,manual,1160.00,1450.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
peanut-cotton-shirt,,,,,,,,,L,,,,,HOD0569,0.0,shopify,0,deny,manual,1160.00,1450.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
peanut-cotton-shirt,,,,,,,,,XL,,,,,HOD0570,0.0,shopify,0,deny,manual,1160.00,1450.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
deer-cotton-shirt,Deer Cotton Shirt,"<div>
<p><strong><span data-mce-fragment=""1"">Comfortable cotton shirt with wooden buttons</span></strong></p>
<p><strong>Fabric: </strong>Cambric Cotton </p>
<p><strong>Color:<span> </span></strong>Ash</p>
<p><strong>Details</strong>: <span data-mce-fragment=""1"">*half sleeves *standing collar *straight cut</span></p>
<p><strong>Wash Care: </strong><span data-mce-fragment=""1"">Dry Clean / Normal cold water</span></p>
<p><span data-mce-fragment=""1""><strong>Delivery Time:</strong> 5-8 Days</span></p>
<p><strong>SKU Code: </strong>HOD0563</p>
</div>",House Of Dhaaga,,Shirt,"Category_Men, Category_Shirt, Collection_Nadiyan Kinare, Color_Ash, Price_1K to 2K, Style_Men Shirt",true,Size,S,,,,,HOD0563,0.0,shopify,2,deny,manual,960.00,1200.00,true,false,,https://cdn.shopify.com/s/files/1/0477/4992/2972/products/1_2_d46b71c2-53fe-4d7c-808c-04dcd42cf416.png?v=1625690767,1,Deer Cotton Shirt,false,Buy Deer Cotton Shirt | HODMS21-003 | House of Dhaaga Official,Shop online Deer Cotton Shirt | HODMS21-003 at House of Dhaaga. Unique Designs * 100% Authentic * Premium High-quality Collection.,,,,,,,,,,,,,,,kg,,,active
deer-cotton-shirt,,,,,,,,,M,,,,,HOD0564,0.0,shopify,0,deny,manual,960.00,1200.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
deer-cotton-shirt,,,,,,,,,L,,,,,HOD0565,0.0,shopify,0,deny,manual,960.00,1200.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
deer-cotton-shirt,,,,,,,,,XL,,,,,HOD0566,0.0,shopify,1,deny,manual,960.00,1200.00,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,,,
